ANIO,MES,DIA,SERVICIO,NB_COLA,LLAMADAS_DIA,REITERADAS_DIA,LLAMADAS_MES,REITERADAS_MES,FECHA,LLAMADAS_SEM,REITERADAS_SEM,SEMANA_MES
2023,9,4,ALTO VALOR,ALTO VALOR,506,53,1289,196,2023-09-04,1289,196,S1
2023,9,4,VENTAS CROSS,VENTAS CROSS,1209,39,2740,110,2023-09-04,2740,110,S1
2023,9,4,SEGURIDAD SOS,SEGURIDAD SOS,2343,387,7588,1508,2023-09-04,7588,1508,S1
2023,9,4,TARJETAS,TARJETAS,5402,561,12208,1757,2023-09-04,12208,1757,S1
2023,9,4,RECONQUISTA BOP,RECONQUISTA BOP,74,6,315,33,2023-09-04,315,33,S1
2023,9,4,RETENCION PLD (GSS),RETENCION PLD (GSS),3,0,5,0,2023-09-04,5,0,S1
2023,9,4,VENTAS INFORM ADQUI (KONECTA),VENTAS INFORM ADQUI (KONECTA),9,0,27,1,2023-09-04,27,1,S1
2023,9,4,SOPORTE DIGITAL,SOPORTE DIGITAL,74,18,204,55,2023-09-04,204,55,S1
2023,9,4,RECLAMOS,RECLAMOS,2787,180,7202,641,2023-09-04,7202,641,S1
2023,9,4,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),368,27,1040,141,2023-09-04,1040,141,S1
2023,9,4,SOS,SOS,2489,250,7702,1067,2023-09-04,7702,1067,S1
2023,9,4,LINEA NEGOCIOS,LINEA NEGOCIOS,223,20,465,49,2023-09-04,465,49,S1
2023,9,4,CONSULTAS ADQUI (KONECTA),CONSULTAS ADQUI (KONECTA),38,4,114,21,2023-09-04,114,21,S1
2023,9,4,CHAT RECLAMOS,CHAT RECLAMOS,389,91,1188,346,2023-09-04,1188,346,S1
2023,9,4,INCLUSION FINANCIERA,INCLUSION FINANCIERA,2650,393,8086,2030,2023-09-04,8086,2030,S1
2023,9,22,VENTAS CROSS,VENTAS CROSS,625,19,15059,1419,2023-09-22,625,19,S4
2023,9,22,NUEVAS FUNCIONES EMPRESAS (KONECTA),NUEVAS FUNCIONES EMPRESAS (KONECTA),23,2,301,21,2023-09-22,23,2,S4
2023,9,22,RECONQUISTA TARJETAS,RECONQUISTA TARJETAS,25,1,461,42,2023-09-22,25,1,S4
2023,9,22,ALTO VALOR,ALTO VALOR,309,38,6590,1759,2023-09-22,309,38,S4
2023,9,22,CONTOMETROS ADQUI (KONECTA),CONTOMETROS ADQUI (KONECTA),10,0,193,50,2023-09-22,10,0,S4
2023,9,22,CHAT RECLAMOS,CHAT RECLAMOS,216,37,5520,1749,2023-09-22,216,37,S4
2023,9,22,BOP,BOP,7043,815,159773,41447,2023-09-22,7043,815,S4
2023,9,22,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1504,209,34268,10029,2023-09-22,1504,209,S4
2023,9,22,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),242,26,5717,957,2023-09-22,242,26,S4
2023,9,22,LINEA NEGOCIOS,LINEA NEGOCIOS,131,14,2906,579,2023-09-22,131,14,S4
2023,9,22,SOS,SOS,1645,141,38364,6063,2023-09-22,1645,141,S4
2023,9,22,RECLAMOS,RECLAMOS,1559,96,34941,5694,2023-09-22,1559,96,S4
2023,9,22,SEGURIDAD SOS,SEGURIDAD SOS,1445,226,36099,8748,2023-09-22,1445,226,S4
2023,9,22,RECONQUISTA BOP,RECONQUISTA BOP,33,0,1060,94,2023-09-22,33,0,S4
2023,9,22,TARJETAS,TARJETAS,3198,307,74540,20786,2023-09-22,3198,307,S4
2023,9,23,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1174,156,35442,10440,2023-09-23,2678,425,S4
2023,9,23,CHAT RECLAMOS,CHAT RECLAMOS,181,51,5701,1817,2023-09-23,397,95,S4
2023,9,23,SERVICE TO SALE,SERVICE TO SALE,139,15,6337,1571,2023-09-23,458,73,S4
2023,9,23,RECONQUISTA TARJETAS,RECONQUISTA TARJETAS,14,0,475,42,2023-09-23,39,1,S4
2023,9,23,VENTAS INFORM ADQUI (KONECTA),VENTAS INFORM ADQUI (KONECTA),3,0,214,66,2023-09-23,13,2,S4
2023,9,23,SOS,SOS,1547,160,39911,6355,2023-09-23,3192,346,S4
2023,9,23,RECLAMOS,RECLAMOS,1061,55,36002,5893,2023-09-23,2620,179,S4
2023,9,23,CHAT CONSULTAS,CHAT CONSULTAS,247,77,7396,3005,2023-09-23,512,166,S4
2023,9,23,SEGURIDAD SOS,SEGURIDAD SOS,1248,164,37347,9078,2023-09-23,2693,438,S4
2023,9,23,RECONQUISTA BOP,RECONQUISTA BOP,27,1,1087,95,2023-09-23,60,1,S4
2023,9,23,NUEVAS FUNCIONES EMPRESAS (KONECTA),NUEVAS FUNCIONES EMPRESAS (KONECTA),5,0,306,21,2023-09-23,28,2,S4
2023,9,23,ALTO VALOR,ALTO VALOR,235,24,6825,1837,2023-09-23,544,73,S4
2023,9,23,TARJETAS,TARJETAS,2332,243,76872,21612,2023-09-23,5530,649,S4
2023,9,23,LINEA NEGOCIOS,LINEA NEGOCIOS,77,10,2983,598,2023-09-23,208,26,S4
2023,9,23,BOP,BOP,5484,659,165257,43142,2023-09-23,12527,1703,S4
2023,9,23,CONTOMETROS ADQUI (KONECTA),CONTOMETROS ADQUI (KONECTA),3,0,196,51,2023-09-23,13,0,S4
2023,9,23,VENTAS CROSS,VENTAS CROSS,471,13,15530,1485,2023-09-23,1096,36,S4
2023,9,23,LINEA EMPRESAS,LINEA EMPRESAS,279,50,15920,5423,2023-09-23,1012,201,S4
2023,9,23,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),192,26,5909,993,2023-09-23,434,53,S4
2023,9,23,CONSULTAS ADQUI (KONECTA),CONSULTAS ADQUI (KONECTA),16,1,841,289,2023-09-23,69,9,S4
2023,9,23,SOPORTE DIGITAL,SOPORTE DIGITAL,32,4,1148,298,2023-09-23,89,18,S4
2023,9,24,CHAT CONSULTAS,CHAT CONSULTAS,102,20,7498,3037,2023-09-24,614,191,S4
2023,9,24,SOS,SOS,1107,130,41018,6568,2023-09-24,4299,519,S4
2023,9,24,CONSULTAS ADQUI (KONECTA),CONSULTAS ADQUI (KONECTA),6,0,847,289,2023-09-24,75,9,S4
2023,9,24,SEGURIDAD SOS,SEGURIDAD SOS,945,114,38292,9270,2023-09-24,3638,588,S4
2023,9,24,CONTOMETROS ADQUI (KONECTA),CONTOMETROS ADQUI (KONECTA),3,0,199,51,2023-09-24,16,0,S4
2023,9,24,VENTAS INFORM ADQUI (KONECTA),VENTAS INFORM ADQUI (KONECTA),4,1,218,69,2023-09-24,17,4,S4
2023,9,25,VENTAS CROSS,VENTAS CROSS,758,23,16288,1596,2023-09-25,1854,78,S4
2023,9,25,TARJETAS,TARJETAS,3900,396,80772,23141,2023-09-25,9430,1271,S4
2023,9,25,NUEVAS FUNCIONES EMPRESAS (KONECTA),NUEVAS FUNCIONES EMPRESAS (KONECTA),32,1,338,22,2023-09-25,60,3,S4
2023,9,25,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1807,222,37249,11044,2023-09-25,4485,768,S4
2023,9,25,CORNER,CORNER,1,0,7,2,2023-09-25,1,0,S4
2023,9,25,SEGURIDAD SOS,SEGURIDAD SOS,1744,257,40036,9744,2023-09-25,5382,947,S4
2023,9,25,SOS,SOS,2137,191,43155,6976,2023-09-25,6436,832,S4
2023,9,25,LINEA NEGOCIOS,LINEA NEGOCIOS,201,27,3184,658,2023-09-25,409,64,S4
2023,9,25,SERVICE TO SALE,SERVICE TO SALE,455,63,6792,1703,2023-09-25,913,147,S4
2023,9,25,RETENCION PLD (GSS),RETENCION PLD (GSS),2,0,29,1,2023-09-25,2,0,S4
2023,9,25,CONTOMETROS ADQUI (KONECTA),CONTOMETROS ADQUI (KONECTA),17,1,216,55,2023-09-25,33,1,S4
2023,9,25,ALTO VALOR,ALTO VALOR,360,37,7185,1954,2023-09-25,904,127,S4
2023,9,25,CHAT RECLAMOS,CHAT RECLAMOS,281,52,5982,1895,2023-09-25,678,152,S4
2023,9,25,SOPORTE DIGITAL,SOPORTE DIGITAL,59,9,1207,310,2023-09-25,148,28,S4
2023,9,25,CHAT CONSULTAS,CHAT CONSULTAS,373,93,7871,3178,2023-09-25,987,304,S4
2023,9,25,RECONQUISTA BOP,RECONQUISTA BOP,38,10,1125,107,2023-09-25,98,12,S4
2023,9,25,RECLAMOS,RECLAMOS,2016,127,38018,6328,2023-09-25,4636,366,S4
2023,9,25,LINEA EMPRESAS,LINEA EMPRESAS,929,150,16849,5801,2023-09-25,1941,411,S4
2023,9,25,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),278,33,6187,1048,2023-09-25,712,93,S4
2023,9,25,RECONQUISTA TARJETAS,RECONQUISTA TARJETAS,15,2,490,47,2023-09-25,54,3,S4
2023,9,25,CONSULTAS ADQUI (KONECTA),CONSULTAS ADQUI (KONECTA),51,4,898,305,2023-09-25,126,16,S4
2023,9,25,BOP,BOP,8711,946,173968,45902,2023-09-25,21238,3219,S4
2023,9,25,VENTAS INFORM ADQUI (KONECTA),VENTAS INFORM ADQUI (KONECTA),5,0,223,70,2023-09-25,22,5,S4
2023,9,26,RECLAMOS,RECLAMOS,1770,117,39788,6754,2023-09-26,6406,593,S4
2023,9,26,VENTAS CROSS,VENTAS CROSS,603,10,16891,1677,2023-09-26,2457,113,S4
2023,9,26,RECONQUISTA TARJETAS,RECONQUISTA TARJETAS,21,0,511,47,2023-09-26,75,3,S4
2023,9,26,SOPORTE DIGITAL,SOPORTE DIGITAL,75,16,1282,328,2023-09-26,223,45,S4
2023,9,26,CHAT CONSULTAS,CHAT CONSULTAS,322,109,8193,3334,2023-09-26,1309,435,S4
2023,9,26,SERVICE TO SALE,SERVICE TO SALE,398,47,7190,1828,2023-09-26,1311,214,S4
2023,9,26,CONTOMETROS ADQUI (KONECTA),CONTOMETROS ADQUI (KONECTA),10,1,226,58,2023-09-26,43,3,S4
2023,9,26,LINEA NEGOCIOS,LINEA NEGOCIOS,119,4,3303,682,2023-09-26,528,74,S4
2023,9,26,CONSULTAS ADQUI (KONECTA),CONSULTAS ADQUI (KONECTA),51,8,949,329,2023-09-26,177,29,S4
2023,9,26,LINEA EMPRESAS,LINEA EMPRESAS,815,130,17664,6140,2023-09-26,2756,632,S4
2023,9,26,BOP,BOP,7549,888,181517,48396,2023-09-26,28787,4783,S4
2023,9,26,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),311,27,6498,1104,2023-09-26,1023,126,S4
2023,9,26,ALTO VALOR,ALTO VALOR,325,37,7510,2073,2023-09-26,1229,188,S4
2023,9,26,CHAT RECLAMOS,CHAT RECLAMOS,261,70,6243,1990,2023-09-26,939,231,S4
2023,9,26,RETENCION PLD (GSS),RETENCION PLD (GSS),8,2,37,3,2023-09-26,10,2,S4
2023,9,26,VENTAS INFORM ADQUI (KONECTA),VENTAS INFORM ADQUI (KONECTA),12,2,235,77,2023-09-26,34,11,S4
2023,9,26,RECONQUISTA BOP,RECONQUISTA BOP,36,4,1161,113,2023-09-26,134,17,S4
2023,9,26,SEGURIDAD SOS,SEGURIDAD SOS,1501,210,41537,10130,2023-09-26,6883,1260,S4
2023,9,26,SOS,SOS,1725,161,44880,7276,2023-09-26,8161,1072,S4
2023,9,26,NUEVAS FUNCIONES EMPRESAS (KONECTA),NUEVAS FUNCIONES EMPRESAS (KONECTA),34,4,372,26,2023-09-26,94,7,S4
2023,9,26,TARJETAS,TARJETAS,3258,290,84030,24373,2023-09-26,12688,1895,S4
2023,9,26,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1440,158,38689,11543,2023-09-26,5925,1069,S4
2023,9,27,SOPORTE DIGITAL,SOPORTE DIGITAL,85,18,1367,348,2023-09-27,308,64,S4
2023,9,27,NUEVAS FUNCIONES EMPRESAS (KONECTA),NUEVAS FUNCIONES EMPRESAS (KONECTA),29,2,401,30,2023-09-27,123,11,S4
2023,9,27,TARJETAS,TARJETAS,3203,290,87233,25638,2023-09-27,15891,2560,S4
2023,9,27,RECLAMOS,RECLAMOS,1616,104,41404,7142,2023-09-27,8022,801,S4
2023,9,27,SOS,SOS,1689,158,46569,7562,2023-09-27,9850,1317,S4
2023,9,27,CORNER,CORNER,1,0,8,2,2023-09-27,2,0,S4
2023,9,27,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1527,209,40216,12079,2023-09-27,7452,1432,S4
2023,9,27,SEGURIDAD SOS,SEGURIDAD SOS,1519,219,43056,10536,2023-09-27,8402,1587,S4
2023,9,27,CHAT RECLAMOS,CHAT RECLAMOS,273,57,6516,2070,2023-09-27,1212,300,S4
2023,9,27,VENTAS INFORM ADQUI (KONECTA),VENTAS INFORM ADQUI (KONECTA),12,1,247,79,2023-09-27,46,13,S4
2023,9,27,LINEA EMPRESAS,LINEA EMPRESAS,831,144,18495,6486,2023-09-27,3587,878,S4
2023,9,27,LINEA NEGOCIOS,LINEA NEGOCIOS,143,11,3446,714,2023-09-27,671,95,S4
2023,9,27,BOP,BOP,7395,916,188912,50863,2023-09-27,36182,6451,S4
2023,9,27,RECONQUISTA TARJETAS,RECONQUISTA TARJETAS,25,2,536,50,2023-09-27,100,5,S4
2023,9,27,CONTOMETROS ADQUI (KONECTA),CONTOMETROS ADQUI (KONECTA),12,0,238,65,2023-09-27,55,5,S4
2023,9,27,RECONQUISTA BOP,RECONQUISTA BOP,34,3,1195,119,2023-09-27,168,21,S4
2023,9,27,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),268,23,6766,1160,2023-09-27,1291,163,S4
2023,9,27,SERVICE TO SALE,SERVICE TO SALE,398,60,7588,1968,2023-09-27,1709,303,S4
2023,9,27,VENTAS CROSS,VENTAS CROSS,639,14,17530,1755,2023-09-27,3096,149,S4
2023,9,27,CHAT CONSULTAS,CHAT CONSULTAS,335,111,8528,3502,2023-09-27,1644,576,S4
2023,9,27,CONSULTAS ADQUI (KONECTA),CONSULTAS ADQUI (KONECTA),63,4,1012,360,2023-09-27,240,45,S4
2023,9,27,ALTO VALOR,ALTO VALOR,333,28,7843,2189,2023-09-27,1562,254,S4
2023,9,28,CORNER,CORNER,1,0,9,2,2023-09-28,3,0,S4
2023,9,28,TARJETAS,TARJETAS,2970,293,90203,26813,2023-09-28,18861,3252,S4
2023,9,28,LINEA NEGOCIOS,LINEA NEGOCIOS,160,11,3606,755,2023-09-28,831,127,S4
2023,9,28,RECONQUISTA BOP,RECONQUISTA BOP,26,0,1221,121,2023-09-28,194,22,S4
2023,9,28,CONTOMETROS ADQUI (KONECTA),CONTOMETROS ADQUI (KONECTA),18,2,256,72,2023-09-28,73,8,S4
2023,9,28,CONSULTAS ADQUI (KONECTA),CONSULTAS ADQUI (KONECTA),38,8,1050,379,2023-09-28,278,61,S4
2022,8,29,CORNER (KONECTA),CORNER (KONECTA),1,0,14,2,2022-08-29,7,0,S4
2022,8,29,LINEA NEGOCIOS,LINEA NEGOCIOS,127,14,2614,538,2022-08-29,729,128,S4
2022,8,29,SERVICE TO SALE (KONECTA),SERVICE TO SALE (KONECTA),222,22,3282,694,2022-08-29,1248,203,S4
2022,8,29,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),41,6,810,64,2022-08-29,217,19,S4
2022,8,29,RECLAMOS,RECLAMOS,1605,135,39868,6283,2022-08-29,10072,1034,S4
2022,8,29,SOS,SOS,3191,436,57744,13073,2022-08-29,20410,3874,S4
2022,8,29,GLOMO (ATENTO),GLOMO (ATENTO),2,0,4,0,2022-08-29,2,0,S4
2022,8,29,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1094,189,23849,7402,2022-08-29,6242,1509,S4
2022,8,29,TARJETAS,TARJETAS,3592,408,96325,32114,2022-08-29,22817,4862,S4
2022,8,29,GLOMO (KONECTA),GLOMO (KONECTA),185,17,5737,888,2022-08-29,1018,115,S4
2022,8,29,VENTAS CROSS,VENTAS CROSS,471,21,12436,1194,2022-08-29,3471,209,S4
2022,8,29,ALTO VALOR,ALTO VALOR,531,74,11279,3833,2022-08-29,3022,651,S4
2022,8,29,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),297,29,7580,1238,2022-08-29,1971,296,S4
2022,8,29,LINEA EMPRESAS,LINEA EMPRESAS,1054,245,20550,8273,2022-08-29,5773,1833,S4
2022,8,29,BOP,BOP,8000,1031,191433,55769,2022-08-29,48003,10085,S4
2022,8,29,CHAT CONSULTAS,CHAT CONSULTAS,198,54,6079,2056,2022-08-29,1062,286,S4
2022,8,29,CHAT RECLAMOS,CHAT RECLAMOS,425,101,12883,4671,2022-08-29,2403,688,S4
2022,8,30,CHAT RECLAMOS,CHAT RECLAMOS,247,59,13130,4749,2022-08-30,2650,758,S4
2022,8,30,TARJETAS,TARJETAS,1217,115,97542,32645,2022-08-30,24034,5179,S4
2022,8,30,ALTO VALOR,ALTO VALOR,195,18,11474,3921,2022-08-30,3217,702,S4
2022,8,30,SERVICE TO SALE (KONECTA),SERVICE TO SALE (KONECTA),69,1,3351,706,2022-08-30,1317,211,S4
2022,8,30,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),13,3,7593,1242,2022-08-30,1984,300,S4
2022,8,30,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),18,3,828,68,2022-08-30,235,23,S4
2022,8,30,GLOMO (KONECTA),GLOMO (KONECTA),63,8,5800,899,2022-08-30,1081,124,S4
2022,8,30,BOP,BOP,3201,358,194634,56924,2022-08-30,51204,10884,S4
2022,8,30,RECLAMOS,RECLAMOS,465,25,40333,6371,2022-08-30,10537,1094,S4
2022,8,30,VENTAS CROSS,VENTAS CROSS,160,5,12596,1222,2022-08-30,3631,225,S4
2022,8,30,INCLUSION FINANCIERA,INCLUSION FINANCIERA,567,98,24416,7626,2022-08-30,6809,1683,S4
2022,8,30,CHAT CONSULTAS,CHAT CONSULTAS,125,34,6204,2103,2022-08-30,1187,325,S4
2022,8,30,SOS,SOS,1745,280,59489,13532,2022-08-30,22155,4270,S4
2022,8,31,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1166,181,25582,8075,2022-08-31,7975,2033,S4
2022,8,31,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),283,25,7876,1298,2022-08-31,2267,350,S4
2022,8,31,VENTAS CROSS,VENTAS CROSS,484,13,13080,1306,2022-08-31,4115,273,S4
2022,8,31,RECLAMOS,RECLAMOS,1755,112,42088,6707,2022-08-31,12292,1329,S4
2022,8,31,LINEA EMPRESAS,LINEA EMPRESAS,1330,305,21880,8948,2022-08-31,7103,2342,S4
2022,8,31,BOP,BOP,8901,1137,203535,60101,2022-08-31,60105,13166,S4
2022,8,31,SOS,SOS,3241,506,62730,14319,2022-08-31,25396,4984,S4
2022,8,31,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),35,4,863,73,2022-08-31,270,27,S4
2022,8,31,SERVICE TO SALE (KONECTA),SERVICE TO SALE (KONECTA),239,20,3590,755,2022-08-31,1556,248,S4
2022,8,31,CHAT RECLAMOS,CHAT RECLAMOS,561,177,13691,4978,2022-08-31,3211,960,S4
2022,8,31,GLOMO (KONECTA),GLOMO (KONECTA),179,20,5979,953,2022-08-31,1260,160,S4
2022,8,31,LINEA NEGOCIOS,LINEA NEGOCIOS,126,8,2740,571,2022-08-31,855,151,S4
2022,8,31,TARJETAS,TARJETAS,3619,393,101161,34203,2022-08-31,27653,6166,S4
2022,8,31,ALTO VALOR,ALTO VALOR,490,62,11964,4145,2022-08-31,3707,848,S4
2022,8,31,CHAT CONSULTAS,CHAT CONSULTAS,208,57,6412,2182,2022-08-31,1395,397,S4
2022,12,22,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),243,14,4723,497,2022-12-22,243,14,S4
2022,12,22,SERVICE TO SALE (KONECTA),SERVICE TO SALE (KONECTA),106,0,1623,105,2022-12-22,106,0,S4
2022,12,22,SOPORTE DIGITAL (ATENTO),SOPORTE DIGITAL (ATENTO),2,1,5,2,2022-12-22,2,1,S4
2022,12,22,SOS,SOS,3243,417,68298,12821,2022-12-22,3243,417,S4
2022,12,22,ALTO VALOR,ALTO VALOR,454,54,9552,2872,2022-12-22,454,54,S4
2022,12,22,CHAT RECLAMOS,CHAT RECLAMOS,411,124,11120,3896,2022-12-22,411,124,S4
2022,12,22,BOP,BOP,7915,957,173422,45666,2022-12-22,7915,957,S4
2022,12,22,LINEA NEGOCIOS,LINEA NEGOCIOS,74,4,1572,259,2022-12-22,74,4,S4
2022,12,22,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),55,6,1110,107,2022-12-22,55,6,S4
2022,12,22,VENTAS CROSS,VENTAS CROSS,450,8,10660,898,2022-12-22,450,8,S4
2022,12,22,CAP PYME,CAP PYME,2,0,44,5,2022-12-22,2,0,S4
2022,12,22,RECLAMOS,RECLAMOS,1539,99,33479,4538,2022-12-22,1539,99,S4
2022,12,22,CHAT CONSULTAS,CHAT CONSULTAS,203,48,5359,1803,2022-12-22,203,48,S4
2022,12,22,CUENTA INDEPENDENCIA (KONECTA),CUENTA INDEPENDENCIA (KONECTA),914,38,29217,2824,2022-12-22,914,38,S4
2022,12,22,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1263,161,30475,7379,2022-12-22,1263,161,S4
2022,12,22,TARJETAS,TARJETAS,3011,263,63877,16322,2022-12-22,3011,263,S4
2022,12,22,SERVICE TO SALE (BBVA),SERVICE TO SALE (BBVA),33,1,547,38,2022-12-22,33,1,S4
2022,12,22,LINEA EMPRESAS,LINEA EMPRESAS,664,101,12420,4116,2022-12-22,664,101,S4
2022,12,23,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1121,138,31596,7763,2022-12-23,2384,358,S4
2022,12,23,RECLAMOS,RECLAMOS,1464,70,34943,4810,2022-12-23,3003,197,S4
2022,12,23,RETENCION PLD (GSS),RETENCION PLD (GSS),1,0,7,0,2022-12-23,1,0,S4
2022,12,23,CUENTA INDEPENDENCIA (KONECTA),CUENTA INDEPENDENCIA (KONECTA),715,28,29932,2911,2022-12-23,1629,74,S4
2022,12,23,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),241,17,4964,528,2022-12-23,484,36,S4
2022,12,23,LINEA EMPRESAS,LINEA EMPRESAS,645,121,13065,4392,2022-12-23,1309,262,S4
2022,12,23,ALTO VALOR,ALTO VALOR,458,68,10010,3070,2022-12-23,912,142,S4
2022,12,23,CHAT CONSULTAS,CHAT CONSULTAS,168,25,5527,1856,2022-12-23,371,75,S4
2022,12,23,SOS,SOS,3494,377,71792,13510,2022-12-23,6737,859,S4
2022,12,23,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),67,9,1177,118,2022-12-23,122,16,S4
2022,12,23,LINEA NEGOCIOS,LINEA NEGOCIOS,79,4,1651,277,2022-12-23,153,11,S4
2022,12,23,CHAT RECLAMOS,CHAT RECLAMOS,333,85,11453,4023,2022-12-23,744,217,S4
2022,12,23,SERVICE TO SALE (BBVA),SERVICE TO SALE (BBVA),53,3,600,44,2022-12-23,86,5,S4
2022,12,23,SERVICE TO SALE (KONECTA),SERVICE TO SALE (KONECTA),106,0,1729,109,2022-12-23,212,0,S4
2022,12,23,VENTAS CROSS,VENTAS CROSS,469,15,11129,958,2022-12-23,919,27,S4
2022,12,23,BOP,BOP,7994,1014,181416,48345,2022-12-23,15909,2294,S4
2022,12,23,TARJETAS,TARJETAS,2794,231,66671,17295,2022-12-23,5805,627,S4
2022,12,24,SERVICE TO SALE (KONECTA),SERVICE TO SALE (KONECTA),95,5,1824,119,2022-12-24,307,6,S4
2022,12,24,LINEA NEGOCIOS,LINEA NEGOCIOS,25,0,1676,284,2022-12-24,178,13,S4
2022,12,24,CHAT RECLAMOS,CHAT RECLAMOS,256,82,11709,4131,2022-12-24,1000,305,S4
2022,12,24,LINEA EMPRESAS,LINEA EMPRESAS,170,31,13235,4469,2022-12-24,1479,309,S4
2022,12,24,TARJETAS,TARJETAS,1504,165,68175,17875,2022-12-24,7309,914,S4
2022,12,24,SERVICE TO SALE (BBVA),SERVICE TO SALE (BBVA),4,0,604,44,2022-12-24,90,5,S4
2022,12,24,ALTO VALOR,ALTO VALOR,253,24,10263,3175,2022-12-24,1165,191,S4
2022,12,24,CHAT CONSULTAS,CHAT CONSULTAS,98,22,5625,1892,2022-12-24,469,102,S4
2022,12,24,INCLUSION FINANCIERA,INCLUSION FINANCIERA,762,77,32358,7998,2022-12-24,3146,493,S4
2022,12,24,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),111,7,5075,540,2022-12-24,595,44,S4
2022,12,24,SOS,SOS,2823,360,74615,14138,2022-12-24,9560,1313,S4
2022,12,24,RECLAMOS,RECLAMOS,775,42,35718,4929,2022-12-24,3778,259,S4
2022,12,24,CUENTA INDEPENDENCIA (KONECTA),CUENTA INDEPENDENCIA (KONECTA),342,17,30274,2953,2022-12-24,1971,96,S4
2022,12,24,BOP,BOP,4959,658,186375,50045,2022-12-24,20868,3315,S4
2022,12,24,VENTAS CROSS,VENTAS CROSS,188,1,11317,971,2022-12-24,1107,32,S4
2022,12,24,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),33,3,1210,122,2022-12-24,155,20,S4
2022,12,25,BOP,BOP,1,0,186376,50045,2022-12-25,20869,3315,S4
2022,12,25,CHAT CONSULTAS,CHAT CONSULTAS,53,9,5678,1908,2022-12-25,522,114,S4
2022,12,25,SOS,SOS,940,137,75555,14363,2022-12-25,10500,1495,S4
2022,12,26,INCLUSION FINANCIERA,INCLUSION FINANCIERA,1277,147,33635,8409,2022-12-26,4423,739,S4
2022,12,26,SOS,SOS,3639,432,79194,15150,2022-12-26,14139,2086,S4
2022,12,26,SOPORTE DIGITAL (KONECTA),SOPORTE DIGITAL (KONECTA),57,7,1267,129,2022-12-26,212,27,S4
2022,12,26,CUENTA INDEPENDENCIA (KONECTA),CUENTA INDEPENDENCIA (KONECTA),871,45,31145,3067,2022-12-26,2842,154,S4
2022,12,26,RECLAMOS,RECLAMOS,1575,83,37293,5256,2022-12-26,5353,409,S4
2022,12,26,SERVICE TO SALE (KONECTA),SERVICE TO SALE (KONECTA),119,4,1943,129,2022-12-26,426,13,S4
2022,12,26,LINEA EMPRESAS,LINEA EMPRESAS,650,114,13885,4735,2022-12-26,2129,483,S4
2022,12,26,BOP,BOP,8438,1011,194814,52829,2022-12-26,29307,4946,S4
2022,12,26,CHAT CONSULTAS,CHAT CONSULTAS,209,40,5887,1981,2022-12-26,731,165,S4
2022,12,26,RETENCION PLD (GSS),RETENCION PLD (GSS),1,0,8,0,2022-12-26,2,0,S4
2022,12,26,SERVICE TO SALE (BBVA),SERVICE TO SALE (BBVA),62,5,666,49,2022-12-26,152,10,S4
2022,12,26,VENTAS CROSS,VENTAS CROSS,518,8,11835,1038,2022-12-26,1625,52,S4
2022,12,26,LINEA NEGOCIOS,LINEA NEGOCIOS,77,4,1753,304,2022-12-26,255,21,S4
2022,12,26,CHAT RECLAMOS,CHAT RECLAMOS,439,111,12148,4289,2022-12-26,1439,432,S4
2022,12,26,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),273,7,5348,568,2022-12-26,868,57,S4
2022,12,26,ALTO VALOR,ALTO VALOR,535,72,10798,3394,2022-12-26,1700,300,S4
2022,12,26,CAP PYME,CAP PYME,6,0,50,5,2022-12-26,8,0,S4
2022,12,26,TARJETAS,TARJETAS,3493,335,71668,19189,2022-12-26,10802,1511,S4
2023,3,13,SOS,SOS,2727,217,31763,4779,2023-03-13,12749,1553,S2
2023,3,13,RETENCION TARJETAS (GSS),RETENCION TARJETAS (GSS),239,14,3092,339,2023-03-13,1255,142,S2
